case_id,target_zone,lockup_trace,operation_count,paper_stock,humidity_band,forme_orientation,impression_force,ink_spread_pct,paper_lift_pct,slip_risk_pct,count_shift,count_split,count_tighten,count_relief,count_swell,count_smear,count_clamp,count_rotate,operation_bin_private,force_bin_private,structure_private
lp_db74f3829b2fdda,Z5,PLACE Z7 SPACER 12; PLACE Z2 SPACER 31; PLACE Z6 WOOD 12; PLACE Z5 SPACER 17; PLACE Z1 SPACER 23; SMEAR Z5 0.24 0.00; CLAMP Z2 60; RELIEF Z1 0.28 0.20; SHIFT Z2 Z1 3 0.03; SPLIT Z1 Z7 Z1 9 0.50 0.04; SPLIT Z7 Z2 Z3 9 0.65 0.04; SHIFT Z6 Z1 3 0.07; SMEAR Z4 0.14 0.04; ROTATE 7; SHIFT Z2 Z0 5 0.03; TIGHTEN Z7 0.04 0.00; RELIEF Z0 0.16 0.00; SPLIT Z4 Z5 Z2 15 0.65 0.04; SPLIT Z5 Z2 Z3 22 0.20 0.04; RELIEF Z3 0.09 0.20; SHIFT Z6 Z4 5 0.03; CLAMP Z1 18; ROTATE 3; RELIEF Z6 0.04 0.11; SMEAR Z5 0.24 0.04; SPLIT Z3 Z1 Z4 15 0.80 0.04; SPLIT Z5 Z6 Z0 15 0.65 0.09; SWELL Z7 0.06 0.04; RELIEF Z7 0.16 0.05; RELIEF Z6 0.04 0.20; SHIFT Z7 Z3 19 0.03; SPLIT Z6 Z5 Z7 22 0.35 0.09; SHIFT Z3 Z2 3 0.12; SHIFT Z3 Z5 5 0.12; SWELL Z6 0.06 0.18; TIGHTEN Z3 0.10 0.00; ROTATE 1; TIGHTEN Z0 0.31 0.08; ROTATE 1; SPLIT Z3 Z4 Z1 22 0.50 0.00; CLAMP Z3 18; SMEAR Z1 0.14 0.16; CLAMP Z7 42; SHIFT Z6 Z1 3 0.12; RELIEF Z3 0.28 0.11,45,vellum,steady,north,0.0,0.0,0.0,0.0,8,8,3,7,2,4,4,4,long,empty,rotate
lp_2403e51587739eb,Z3,PLACE Z3 QUOIN 8; PLACE Z7 METAL 31; PLACE Z0 SPACER 12; PLACE Z6 METAL 23; TIGHTEN Z4 0.10 0.00; RELIEF Z3 0.28 0.05; CLAMP Z0 60; ROTATE 5; RELIEF Z6 0.16 0.00; SHIFT Z3 Z3 5 0.07; RELIEF Z3 0.09 0.00; SHIFT Z0 Z6 19 0.07; ROTATE 1; SWELL Z7 0.22 0.04; SMEAR Z1 0.24 0.09; SPLIT Z4 Z0 Z1 9 0.35 0.04; TIGHTEN Z0 0.10 0.14; RELIEF Z6 0.04 0.05; SWELL Z6 0.02 0.04; SHIFT Z4 Z1 19 0.12; SHIFT Z0 Z5 19 0.00; SWELL Z3 0.02 0.04; TIGHTEN Z2 0.04 0.03; SWELL Z6 0.06 0.00; TIGHTEN Z1 0.04 0.03; SHIFT Z7 Z1 19 0.03; SMEAR Z5 0.07 0.00; SPLIT Z6 Z1 Z0 22 0.65 0.00; ROTATE 2; SHIFT Z3 Z2 5 0.12; TIGHTEN Z5 0.31 0.08; SPLIT Z3 Z5 Z3 15 0.80 0.00; RELIEF Z4 0.28 0.11; SHIFT Z3 Z5 5 0.00; RELIEF Z1 0.04 0.00; TIGHTEN Z4 0.31 0.03; SMEAR Z0 0.07 0.00; CLAMP Z4 42; CLAMP Z2 60; SWELL Z0 0.13 0.10; RELIEF Z2 0.16 0.11,41,newsprint,damp,west,8.286185,56.908408,27.495907,15.595686,7,3,6,7,5,3,3,3,medium,low,rotate
lp_307e8cdc12107c9,Z7,PLACE Z3 METAL 8; PLACE Z6 WOOD 23; PLACE Z7 QUOIN 31; PLACE Z2 METAL 17; PLACE Z1 SPACER 23; RELIEF Z4 0.16 0.11; SWELL Z2 0.22 0.04; RELIEF Z2 0.04 0.00; SPLIT Z2 Z1 Z2 9 0.80 0.09; SHIFT Z3 Z4 3 0.00; SHIFT Z3 Z4 19 0.07; RELIEF Z7 0.16 0.11; SPLIT Z6 Z0 Z4 15 0.20 0.00; SPLIT Z7 Z0 Z2 15 0.65 0.00; ROTATE 3; SHIFT Z5 Z4 3 0.00; RELIEF Z7 0.16 0.11; TIGHTEN Z2 0.18 0.08; RELIEF Z6 0.04 0.05; CLAMP Z1 42; SWELL Z3 0.06 0.18; SPLIT Z2 Z3 Z1 22 0.80 0.09; SWELL Z7 0.06 0.10; CLAMP Z1 60; CLAMP Z1 42; CLAMP Z3 28; SHIFT Z1 Z3 13 0.03; TIGHTEN Z3 0.10 0.00; SWELL Z1 0.22 0.18; CLAMP Z7 60; SHIFT Z3 Z5 8 0.12; SPLIT Z4 Z2 Z6 22 0.80 0.09; SPLIT Z3 Z4 Z2 5 0.20 0.00; RELIEF Z4 0.09 0.11; RELIEF Z2 0.28 0.11; SMEAR Z6 0.03 0.09; TIGHTEN Z0 0.04 0.03; SHIFT Z3 Z6 19 0.00,38,newsprint,dry,north,18.932939,44.625388,33.378048,21.996564,6,6,3,7,4,1,5,1,medium,mid,relief
lp_37f9c09659c7d83,Z3,PLACE Z6 SPACER 17; PLACE Z0 QUOIN 23; PLACE Z3 QUOIN 8; PLACE Z1 WOOD 17; PLACE Z4 QUOIN 12; SMEAR Z1 0.07 0.16; RELIEF Z6 0.09 0.20; SPLIT Z6 Z1 Z7 22 0.50 0.09; SPLIT Z1 Z1 Z7 15 0.35 0.09; TIGHTEN Z3 0.31 0.08; SWELL Z3 0.02 0.10; SHIFT Z4 Z4 5 0.00; RELIEF Z6 0.28 0.11; SMEAR Z0 0.14 0.09; SPLIT Z7 Z4 Z0 22 0.65 0.09; SWELL Z3 0.13 0.00; SMEAR Z3 0.07 0.09; SPLIT Z3 Z2 Z7 15 0.50 0.04; SHIFT Z1 Z2 3 0.00; RELIEF Z4 0.28 0.00; CLAMP Z2 60; TIGHTEN Z7 0.31 0.03; SHIFT Z4 Z6 8 0.07; SHIFT Z4 Z7 8 0.07; SHIFT Z6 Z1 13 0.03; ROTATE 3; TIGHTEN Z3 0.18 0.00; TIGHTEN Z0 0.31 0.00; ROTATE 7; SPLIT Z4 Z5 Z2 5 0.35 0.09; ROTATE 1; ROTATE 5; TIGHTEN Z4 0.31 0.08; SMEAR Z4 0.03 0.16; SPLIT Z3 Z1 Z3 9 0.50 0.09; SMEAR Z4 0.07 0.16; SHIFT Z0 Z4 19 0.07; SWELL Z3 0.13 0.10; RELIEF Z1 0.09 0.00; SMEAR Z7 0.07 0.09; TIGHTEN Z4 0.04 0.03; CLAMP Z1 18,42,cotton,dry,west,3.767544,21.119425,30.454857,48.425718,6,6,6,4,3,6,2,4,medium,low,rotate
lp_10fa826f12f04a1,Z6,PLACE Z4 SPACER 12; PLACE Z1 METAL 17; PLACE Z3 SPACER 31; SHIFT Z1 Z4 3 0.00; SMEAR Z7 0.07 0.09; TIGHTEN Z4 0.18 0.00; SHIFT Z4 Z0 8 0.12; TIGHTEN Z2 0.04 0.08; SHIFT Z1 Z1 3 0.03; SPLIT Z0 Z6 Z1 9 0.80 0.00; SMEAR Z6 0.03 0.04; SPLIT Z1 Z0 Z7 9 0.35 0.00; SWELL Z6 0.22 0.04; SMEAR Z6 0.14 0.04; SHIFT Z3 Z6 3 0.00; SPLIT Z6 Z3 Z4 5 0.20 0.00; RELIEF Z6 0.04 0.00; SPLIT Z7 Z3 Z1 22 0.65 0.00; TIGHTEN Z1 0.10 0.08; SWELL Z4 0.02 0.04; TIGHTEN Z4 0.18 0.08; SPLIT Z3 Z3 Z5 22 0.35 0.04; SHIFT Z0 Z4 3 0.12; SHIFT Z1 Z7 19 0.00; SMEAR Z1 0.24 0.09; RELIEF Z3 0.04 0.20; RELIEF Z3 0.09 0.11; SHIFT Z6 Z7 5 0.12; TIGHTEN Z4 0.10 0.03; TIGHTEN Z4 0.18 0.08; SMEAR Z5 0.07 0.09; SMEAR Z7 0.14 0.16; RELIEF Z3 0.16 0.11; SHIFT Z4 Z2 19 0.07; ROTATE 2; SPLIT Z5 Z5 Z4 22 0.35 0.04; RELIEF Z3 0.04 0.11; SPLIT Z6 Z3 Z5 5 0.65 0.04; ROTATE 1; TIGHTEN Z5 0.04 0.03; SMEAR Z0 0.03 0.09; RELIEF Z2 0.04 0.20; TIGHTEN Z2 0.10 0.03; SHIFT Z4 Z0 19 0.00,44,cotton,dry,east,6.538408,18.570935,56.892058,24.537008,9,7,8,6,2,7,0,2,medium,low,smear
lp_7b1289c348f80fd,Z1,PLACE Z6 METAL 8; PLACE Z3 QUOIN 12; PLACE Z7 WOOD 12; PLACE Z2 QUOIN 12; SHIFT Z2 Z4 3 0.03; SHIFT Z3 Z1 8 0.00; TIGHTEN Z7 0.18 0.00; TIGHTEN Z4 0.04 0.08; TIGHTEN Z6 0.18 0.08; RELIEF Z1 0.16 0.20; SHIFT Z4 Z7 3 0.00; SMEAR Z3 0.07 0.00; SMEAR Z5 0.03 0.04; SWELL Z7 0.06 0.04; TIGHTEN Z2 0.18 0.00; SWELL Z6 0.22 0.00; TIGHTEN Z7 0.18 0.03; RELIEF Z0 0.16 0.11; ROTATE 1; SHIFT Z2 Z0 13 0.03; SHIFT Z0 Z7 3 0.00; SWELL Z0 0.13 0.00; SMEAR Z2 0.07 0.04; ROTATE 7; ROTATE 1; SMEAR Z3 0.14 0.00; SPLIT Z4 Z5 Z4 9 0.50 0.00; ROTATE 2; SPLIT Z1 Z0 Z5 5 0.65 0.00; SWELL Z4 0.06 0.10; SMEAR Z0 0.14 0.04; SHIFT Z6 Z5 13 0.03; SMEAR Z4 0.14 0.00; ROTATE 7,34,cotton,dry,south,25.627039,29.696707,31.219611,39.083681,6,2,5,2,4,6,0,5,short,mid,rotate
lp_122d85a62e62d9a,Z7,PLACE Z5 WOOD 12; PLACE Z7 SPACER 8; PLACE Z2 WOOD 23; PLACE Z0 METAL 31; RELIEF Z5 0.09 0.11; SMEAR Z7 0.14 0.09; SHIFT Z7 Z4 19 0.03; SHIFT Z2 Z6 3 0.12; SHIFT Z2 Z4 8 0.03; SPLIT Z5 Z3 Z6 9 0.65 0.00; SHIFT Z3 Z7 3 0.12; SMEAR Z7 0.14 0.16; RELIEF Z4 0.28 0.05; CLAMP Z4 18; SHIFT Z7 Z3 8 0.00; SMEAR Z0 0.14 0.09; SPLIT Z6 Z2 Z7 5 0.20 0.04; CLAMP Z2 28; SHIFT Z3 Z3 5 0.07; SWELL Z6 0.06 0.10; SWELL Z3 0.06 0.10; TIGHTEN Z4 0.10 0.00; SWELL Z5 0.02 0.18; SPLIT Z0 Z7 Z4 5 0.80 0.00; ROTATE 2; TIGHTEN Z4 0.31 0.00; RELIEF Z1 0.04 0.05; CLAMP Z0 60; TIGHTEN Z5 0.18 0.03; SWELL Z2 0.13 0.00; CLAMP Z3 42; TIGHTEN Z6 0.04 0.14; SMEAR Z4 0.14 0.04; SPLIT Z6 Z1 Z5 5 0.20 0.00; RELIEF Z5 0.09 0.00; SPLIT Z5 Z3 Z4 5 0.50 0.04; RELIEF Z7 0.09 0.00; SWELL Z3 0.02 0.04; SHIFT Z7 Z0 8 0.00; SHIFT Z2 Z6 3 0.07,40,newsprint,damp,west,0.0,0.0,0.0,0.0,8,5,4,5,5,4,4,1,medium,empty,smear
lp_4c65fab8eb46462,Z2,PLACE Z7 SPACER 17; PLACE Z5 WOOD 8; PLACE Z6 QUOIN 23; ROTATE 1; ROTATE 7; ROTATE 7; SPLIT Z5 Z1 Z7 22 0.50 0.04; SPLIT Z6 Z7 Z1 15 0.65 0.04; RELIEF Z4 0.09 0.05; SHIFT Z5 Z7 19 0.00; SMEAR Z4 0.07 0.04; SWELL Z1 0.13 0.04; SPLIT Z7 Z3 Z0 9 0.20 0.00; SPLIT Z7 Z1 Z0 5 0.50 0.09; TIGHTEN Z2 0.18 0.14; TIGHTEN Z0 0.04 0.00; SHIFT Z1 Z5 3 0.00; RELIEF Z2 0.04 0.05; SMEAR Z7 0.07 0.00; SWELL Z1 0.02 0.18; TIGHTEN Z2 0.10 0.14; RELIEF Z6 0.09 0.00; SHIFT Z3 Z5 8 0.00; ROTATE 5; TIGHTEN Z7 0.18 0.00; TIGHTEN Z1 0.04 0.08; SWELL Z7 0.06 0.10; CLAMP Z6 60; SPLIT Z1 Z5 Z2 15 0.50 0.04; SPLIT Z4 Z5 Z6 22 0.65 0.00; CLAMP Z6 42; SHIFT Z5 Z0 3 0.12; SWELL Z6 0.13 0.10; RELIEF Z2 0.04 0.20; SHIFT Z3 Z7 3 0.03; RELIEF Z3 0.16 0.11; ROTATE 7; SHIFT Z4 Z3 8 0.03; SHIFT Z3 Z2 3 0.00; SHIFT Z1 Z7 8 0.07; RELIEF Z7 0.16 0.11; TIGHTEN Z6 0.31 0.00; RELIEF Z7 0.04 0.00; SPLIT Z3 Z2 Z5 15 0.20 0.09; RELIEF Z5 0.28 0.11,45,vellum,damp,south,2.370884,20.832977,59.962493,19.204529,8,7,6,8,4,2,2,5,long,low,rotate
lp_0a85e3e4d0f9479,Z7,PLACE Z7 WOOD 12; PLACE Z2 WOOD 31; PLACE Z5 WOOD 31; SHIFT Z5 Z4 8 0.00; SMEAR Z1 0.03 0.09; TIGHTEN Z5 0.04 0.14; SPLIT Z5 Z0 Z4 9 0.80 0.04; SHIFT Z7 Z1 19 0.03; SMEAR Z0 0.14 0.09; SHIFT Z5 Z2 19 0.03; SPLIT Z2 Z1 Z5 5 0.20 0.04; SPLIT Z0 Z7 Z1 5 0.35 0.09; SWELL Z6 0.22 0.18; SHIFT Z5 Z3 8 0.03; SWELL Z4 0.22 0.18; CLAMP Z5 18; SHIFT Z2 Z1 19 0.12; TIGHTEN Z1 0.10 0.03; SPLIT Z0 Z7 Z6 9 0.50 0.04; SPLIT Z4 Z0 Z1 5 0.50 0.00; SWELL Z3 0.13 0.10; SHIFT Z3 Z1 3 0.03; SHIFT Z7 Z2 3 0.03; RELIEF Z6 0.16 0.00; CLAMP Z5 60; SWELL Z6 0.06 0.10; RELIEF Z1 0.09 0.00; RELIEF Z1 0.04 0.20; SHIFT Z0 Z4 13 0.00; TIGHTEN Z4 0.04 0.08; SWELL Z6 0.06 0.00; SMEAR Z7 0.24 0.16; SWELL Z2 0.22 0.18; SHIFT Z2 Z2 5 0.00; SMEAR Z5 0.03 0.16; SWELL Z0 0.02 0.18; SHIFT Z1 Z0 5 0.03; ROTATE 7; SWELL Z6 0.13 0.18; ROTATE 2; SPLIT Z4 Z0 Z6 5 0.80 0.04; SHIFT Z0 Z7 3 0.00; TIGHTEN Z2 0.18 0.14; SHIFT Z3 Z0 19 0.03,44,vellum,steady,north,0.0,27.989576,50.535597,21.474827,12,6,4,3,8,4,2,2,medium,empty,smear
lp_3580f3123c874b0,Z6,PLACE Z7 SPACER 12; PLACE Z1 WOOD 31; PLACE Z0 QUOIN 23; PLACE Z4 QUOIN 12; SWELL Z6 0.13 0.10; SHIFT Z0 Z0 13 0.00; RELIEF Z2 0.16 0.05; SMEAR Z1 0.07 0.00; CLAMP Z1 28; ROTATE 2; SMEAR Z0 0.14 0.16; SWELL Z4 0.02 0.10; TIGHTEN Z4 0.18 0.03; RELIEF Z4 0.09 0.20; TIGHTEN Z7 0.31 0.03; SPLIT Z2 Z5 Z6 5 0.20 0.09; SWELL Z2 0.13 0.18; SPLIT Z1 Z3 Z5 22 0.35 0.09; SPLIT Z2 Z4 Z0 22 0.50 0.09; ROTATE 7; SHIFT Z4 Z3 13 0.12; SPLIT Z3 Z1 Z3 22 0.35 0.09; CLAMP Z2 42; SHIFT Z2 Z5 5 0.00; SWELL Z5 0.02 0.00; TIGHTEN Z2 0.31 0.08; SPLIT Z5 Z0 Z5 22 0.80 0.04; RELIEF Z6 0.16 0.05; SMEAR Z5 0.24 0.04; TIGHTEN Z2 0.18 0.00; SHIFT Z0 Z4 5 0.00; SMEAR Z1 0.07 0.16; SPLIT Z7 Z1 Z4 5 0.80 0.09; SWELL Z3 0.06 0.18; ROTATE 2; SHIFT Z6 Z5 13 0.07; SHIFT Z3 Z4 5 0.07; SMEAR Z5 0.24 0.16; RELIEF Z5 0.04 0.11; ROTATE 7; TIGHTEN Z3 0.04 0.00; SHIFT Z3 Z4 8 0.07,42,vellum,dry,west,5.954834,32.448233,22.678427,44.87334,7,6,5,4,5,5,2,4,medium,low,rotate
lp_c32f01627760859,Z2,PLACE Z0 QUOIN 8; PLACE Z5 SPACER 23; PLACE Z6 WOOD 8; SMEAR Z4 0.03 0.04; SHIFT Z0 Z4 3 0.12; SHIFT Z4 Z4 8 0.12; SPLIT Z5 Z5 Z1 22 0.65 0.04; TIGHTEN Z4 0.18 0.14; ROTATE 3; SHIFT Z7 Z3 5 0.12; SPLIT Z1 Z1 Z7 9 0.35 0.04; TIGHTEN Z0 0.10 0.00; RELIEF Z1 0.28 0.00; SPLIT Z3 Z7 Z2 15 0.50 0.04; ROTATE 1; RELIEF Z7 0.04 0.20; TIGHTEN Z2 0.04 0.03; SPLIT Z1 Z4 Z0 5 0.65 0.00; ROTATE 5; ROTATE 2; ROTATE 3; CLAMP Z0 42; SHIFT Z4 Z4 5 0.03; SMEAR Z4 0.24 0.16; SPLIT Z6 Z2 Z1 15 0.35 0.00; TIGHTEN Z1 0.31 0.00; ROTATE 1; ROTATE 1; SPLIT Z1 Z3 Z2 15 0.50 0.04; SHIFT Z6 Z5 8 0.00; CLAMP Z3 28; SPLIT Z4 Z3 Z2 15 0.50 0.09; SHIFT Z5 Z0 8 0.03; SHIFT Z5 Z0 5 0.07; SPLIT Z2 Z7 Z5 22 0.50 0.00; SMEAR Z3 0.24 0.09; SHIFT Z0 Z7 8 0.03; TIGHTEN Z2 0.18 0.00; SHIFT Z0 Z4 19 0.12,39,newsprint,damp,north,0.0,0.0,0.0,0.0,9,8,5,2,0,3,2,7,medium,empty,rotate
lp_c4464641ed4938b,Z6,PLACE Z4 SPACER 12; PLACE Z6 QUOIN 23; PLACE Z3 SPACER 31; PLACE Z0 WOOD 17; CLAMP Z7 28; SPLIT Z4 Z1 Z5 22 0.65 0.04; CLAMP Z7 60; SMEAR Z3 0.24 0.00; TIGHTEN Z2 0.31 0.08; SHIFT Z5 Z2 8 0.00; SWELL Z5 0.22 0.18; SWELL Z0 0.13 0.10; TIGHTEN Z6 0.31 0.14; RELIEF Z6 0.16 0.05; TIGHTEN Z4 0.31 0.08; CLAMP Z5 28; SMEAR Z3 0.07 0.04; CLAMP Z4 18; SPLIT Z0 Z4 Z3 15 0.50 0.04; SPLIT Z6 Z5 Z3 9 0.65 0.09; SWELL Z5 0.06 0.18; SHIFT Z5 Z7 5 0.07; SMEAR Z6 0.14 0.16; SMEAR Z4 0.03 0.04; SMEAR Z5 0.03 0.09; ROTATE 2; SMEAR Z3 0.03 0.00; RELIEF Z5 0.09 0.11; TIGHTEN Z7 0.31 0.00; SHIFT Z6 Z1 3 0.12; TIGHTEN Z7 0.10 0.03; RELIEF Z7 0.28 0.05; ROTATE 3; RELIEF Z4 0.28 0.00; SHIFT Z7 Z5 13 0.12,35,rag,damp,east,6.33023,12.076925,76.358514,11.564561,4,3,5,4,3,6,4,2,medium,low,smear
lp_5b8220ba144c493,Z6,PLACE Z5 QUOIN 31; PLACE Z2 QUOIN 31; PLACE Z4 WOOD 31; SWELL Z6 0.06 0.00; SPLIT Z2 Z6 Z1 9 0.20 0.04; TIGHTEN Z3 0.04 0.03; SHIFT Z5 Z0 5 0.07; CLAMP Z0 28; SWELL Z5 0.22 0.04; SPLIT Z1 Z6 Z1 5 0.50 0.09; RELIEF Z4 0.16 0.00; RELIEF Z0 0.16 0.11; SPLIT Z1 Z7 Z4 15 0.65 0.04; TIGHTEN Z2 0.10 0.00; SHIFT Z0 Z7 3 0.07; SHIFT Z5 Z7 19 0.03; TIGHTEN Z5 0.04 0.00; TIGHTEN Z3 0.10 0.08; SHIFT Z7 Z7 19 0.00; SPLIT Z7 Z5 Z2 15 0.35 0.09; RELIEF Z5 0.28 0.05; CLAMP Z5 42; SHIFT Z2 Z0 5 0.07; SHIFT Z7 Z2 19 0.03; SHIFT Z2 Z3 13 0.07; SWELL Z1 0.02 0.00; ROTATE 7; SHIFT Z5 Z5 8 0.00; SHIFT Z4 Z3 3 0.00; RELIEF Z1 0.09 0.20; TIGHTEN Z0 0.31 0.03; SWELL Z2 0.22 0.04,32,cotton,damp,north,0.0,0.0,0.0,0.0,9,4,5,4,4,0,2,1,short,empty,relief
lp_8e8f04626fa3251,Z0,PLACE Z7 SPACER 17; PLACE Z2 QUOIN 12; PLACE Z4 WOOD 8; PLACE Z0 METAL 31; PLACE Z6 METAL 17; SHIFT Z0 Z6 19 0.00; RELIEF Z2 0.16 0.20; SPLIT Z7 Z1 Z7 15 0.65 0.00; SHIFT Z6 Z5 8 0.12; TIGHTEN Z1 0.18 0.00; SPLIT Z2 Z4 Z7 5 0.35 0.00; RELIEF Z3 0.09 0.11; CLAMP Z3 18; SWELL Z4 0.13 0.04; SWELL Z0 0.22 0.04; RELIEF Z7 0.09 0.11; RELIEF Z7 0.16 0.20; TIGHTEN Z1 0.04 0.00; SHIFT Z0 Z0 3 0.07; SMEAR Z5 0.14 0.09; SPLIT Z4 Z0 Z5 5 0.65 0.09; TIGHTEN Z2 0.31 0.00; SWELL Z4 0.02 0.10; CLAMP Z6 18; ROTATE 1; SMEAR Z5 0.03 0.04; SHIFT Z7 Z6 8 0.07; SHIFT Z7 Z3 5 0.07; SHIFT Z0 Z5 19 0.12; ROTATE 7; SMEAR Z1 0.03 0.00; SMEAR Z2 0.07 0.00; SPLIT Z5 Z4 Z3 5 0.35 0.00; ROTATE 3; SHIFT Z5 Z1 19 0.03,35,vellum,dry,north,7.766343,60.909774,21.452591,17.637634,7,4,3,4,3,4,2,3,medium,low,rotate
lp_6bd39c9166abf4f,Z4,PLACE Z4 METAL 8; PLACE Z1 METAL 12; PLACE Z3 QUOIN 8; SPLIT Z3 Z4 Z3 5 0.80 0.04; SHIFT Z4 Z2 13 0.00; SPLIT Z2 Z7 Z0 5 0.50 0.04; SPLIT Z3 Z5 Z2 15 0.65 0.09; SPLIT Z1 Z7 Z2 9 0.65 0.00; SWELL Z7 0.02 0.04; TIGHTEN Z4 0.10 0.00; RELIEF Z3 0.09 0.20; SWELL Z6 0.22 0.04; SWELL Z6 0.06 0.04; ROTATE 1; ROTATE 2; TIGHTEN Z1 0.18 0.03; SMEAR Z7 0.03 0.00; SHIFT Z4 Z5 5 0.12; SHIFT Z2 Z7 8 0.12; SHIFT Z5 Z1 5 0.12; CLAMP Z4 60; TIGHTEN Z0 0.04 0.14; SHIFT Z1 Z3 19 0.07; CLAMP Z5 42; SPLIT Z0 Z4 Z5 5 0.80 0.00; CLAMP Z3 60; SWELL Z4 0.06 0.10; SPLIT Z4 Z3 Z7 22 0.80 0.09; SHIFT Z7 Z2 8 0.07; SPLIT Z2 Z2 Z1 22 0.80 0.00; SWELL Z4 0.22 0.18; SHIFT Z3 Z4 19 0.12; ROTATE 2; ROTATE 1; TIGHTEN Z1 0.31 0.08; SWELL Z0 0.02 0.00,36,newsprint,steady,east,7.018293,70.633058,11.837076,17.529866,7,7,4,1,6,1,3,4,medium,low,rotate
lp_7e7f888f222a4cc,Z2,PLACE Z7 WOOD 8; PLACE Z3 WOOD 8; PLACE Z2 QUOIN 8; PLACE Z4 WOOD 23; PLACE Z0 WOOD 23; SHIFT Z3 Z1 3 0.07; ROTATE 7; TIGHTEN Z0 0.04 0.03; SMEAR Z7 0.07 0.16; ROTATE 1; ROTATE 2; SPLIT Z6 Z1 Z4 9 0.35 0.09; RELIEF Z0 0.28 0.05; SMEAR Z0 0.03 0.09; RELIEF Z1 0.16 0.11; RELIEF Z2 0.16 0.05; SHIFT Z2 Z1 5 0.00; SWELL Z6 0.22 0.00; SWELL Z4 0.06 0.00; RELIEF Z3 0.16 0.00; SWELL Z6 0.02 0.18; TIGHTEN Z3 0.10 0.14; RELIEF Z6 0.04 0.00; CLAMP Z6 28; ROTATE 2; TIGHTEN Z2 0.10 0.03; SWELL Z7 0.22 0.00; SHIFT Z7 Z4 8 0.12; SHIFT Z4 Z1 8 0.07; RELIEF Z5 0.28 0.00; SWELL Z3 0.22 0.00; RELIEF Z1 0.28 0.00; SHIFT Z0 Z1 19 0.03; SHIFT Z1 Z7 13 0.03; CLAMP Z1 60; RELIEF Z4 0.28 0.00; RELIEF Z4 0.16 0.11; TIGHTEN Z3 0.31 0.00; SMEAR Z4 0.14 0.16; ROTATE 1; SMEAR Z6 0.07 0.00; ROTATE 3; ROTATE 5; SPLIT Z4 Z3 Z0 9 0.50 0.09; CLAMP Z0 18; TIGHTEN Z6 0.10 0.14; RELIEF Z6 0.04 0.00; ROTATE 3,48,cotton,damp,north,7.416068,36.268207,33.133313,30.598481,6,2,5,10,5,4,3,8,long,low,rotate
lp_a9342bf6325f0fd,Z5,PLACE Z0 QUOIN 31; PLACE Z7 WOOD 17; PLACE Z1 WOOD 17; PLACE Z4 SPACER 23; PLACE Z3 WOOD 8; TIGHTEN Z3 0.18 0.00; SHIFT Z7 Z4 19 0.00; CLAMP Z0 28; CLAMP Z0 42; SWELL Z6 0.13 0.04; SHIFT Z3 Z2 13 0.07; ROTATE 3; SHIFT Z7 Z1 8 0.03; SWELL Z2 0.22 0.10; SHIFT Z7 Z4 13 0.00; RELIEF Z3 0.16 0.11; SPLIT Z1 Z1 Z3 15 0.50 0.00; TIGHTEN Z3 0.31 0.00; SWELL Z3 0.13 0.04; SWELL Z2 0.06 0.10; TIGHTEN Z0 0.31 0.08; SHIFT Z4 Z1 3 0.07; RELIEF Z1 0.16 0.05; TIGHTEN Z3 0.10 0.08; SPLIT Z4 Z6 Z0 22 0.65 0.00; SPLIT Z7 Z0 Z2 5 0.80 0.04; SWELL Z0 0.02 0.04; RELIEF Z6 0.28 0.11; ROTATE 2; RELIEF Z1 0.04 0.05; RELIEF Z4 0.16 0.05; RELIEF Z2 0.28 0.00; SMEAR Z1 0.24 0.00; ROTATE 3; SHIFT Z7 Z4 8 0.07; ROTATE 2; SMEAR Z5 0.14 0.04; TIGHTEN Z2 0.04 0.08; CLAMP Z5 18; SHIFT Z5 Z6 3 0.07; ROTATE 2,41,vellum,dry,east,8.638745,24.479393,58.513974,17.006633,7,3,5,6,5,2,3,5,medium,low,rotate
